gearbox,optional,fuel_type_Benzyna+CNG,fuel_type_Benzyna+LPG,fuel_type_Diesel,fuel_type_Elektryczny,fuel_type_Hybryda,brand_model_target,age_normalized,mileage_normalized,engine_capacity_normalized
1,1,0,0,0,0,0,46461.84897360704,0.42857142857142855,12.806284573911311,0.2450314465408805
1,1,0,0,1,0,0,132782.32692307694,0.2857142857142857,11.350418300109132,0.24465408805031447
0,0,0,0,1,0,0,31621.287443267775,0.35714285714285715,12.472279517715116,0.189937106918239
0,0,0,0,0,0,0,46461.84897360704,0.35714285714285715,11.25559152716813,0.2450314465408805
0,1,0,0,0,0,0,39915.15632011967,0.17857142857142858,11.502885230075814,0.18213836477987422
0,1,0,0,1,0,0,89826.9,0.25,11.687819505935387,0.189937106918239
0,1,0,0,1,0,0,31621.287443267775,0.35714285714285715,12.388398368982115,0.2449056603773585
1,1,0,0,1,0,0,99820.38362068965,0.39285714285714285,12.278397958261774,0.37018867924528304
0,1,0,0,1,0,0,81800.94117647059,0.10714285714285714,11.64715036706146,0.18226415094339624
0,1,0,0,0,0,0,39915.15632011967,0.14285714285714285,12.100150861279484,0.11924528301886793
0,1,0,0,0,0,0,62977.85057471264,0.6428571428571429,12.235636302128867,0.2451572327044025
0,0,0,0,0,0,0,40111.16035634744,0.4642857142857143,11.898874704662955,0.19471698113207547
1,1,0,0,1,0,0,46461.84897360704,0.14285714285714285,10.610808804651954,0.19471698113207547
1,1,0,0,0,0,0,240401.83152173914,0.32142857142857145,11.6172944892629,0.2449056603773585
0,1,0,0,1,0,0,38221.75,0.35714285714285715,12.170450649220749,0.19270440251572327
0,0,0,0,0,0,0,40111.16035634744,0.5357142857142857,12.220966184120165,0.19471698113207547
1,0,0,0,0,0,0,57347.52985074627,0.10714285714285714,11.618194976487304,0.18226415094339624
1,1,0,0,0,0,0,352003.34722222225,0.39285714285714285,11.966679024109247,0.5982389937106918
0,0,0,0,0,0,0,102318.2194092827,0.03571428571428571,8.548885638148727,0.180125786163522
0,0,0,0,1,0,0,10810.853773584906,0.6071428571428571,12.292254928916668,0.2339622641509434
1,1,0,0,1,0,0,201943.34523809524,0.39285714285714285,12.245298166364206,0.24465408805031447
1,1,0,0,0,0,0,201943.34523809524,0.4642857142857143,11.898194668458823,0.36842767295597484
0,0,0,0,0,0,0,102318.2194092827,0.5,12.206077645517674,0.16930817610062893
0,0,0,0,0,0,0,80067.44684684684,0.17857142857142858,11.459535236710686,0.14465408805031446
0,1,0,1,0,0,0,35337.67768273717,0.4642857142857143,12.133507329024972,0.14830188679245282
0,1,0,0,0,0,0,106915.4512195122,0.7857142857142857,12.506180941677357,0.2450314465408805
1,1,0,0,1,0,0,112330.44021739131,0.07142857142857142,10.778977123006351,0.24465408805031447
0,1,0,0,1,0,0,31621.287443267775,0.32142857142857145,12.19602736016897,0.2449056603773585
0,1,0,0,1,0,0,29716.826431718062,0.39285714285714285,12.129623473366767,0.23974842767295598
1,0,0,0,0,0,0,46461.84897360704,0.21428571428571427,11.112462823634855,0.16968553459119498
0,1,0,0,1,0,0,26725.0,0.6071428571428571,12.356649805075568,0.24465408805031447
0,1,0,0,1,0,0,39915.15632011967,0.35714285714285715,11.939506063682469,0.2449056603773585
0,1,0,0,0,0,0,78289.54189944133,0.03571428571428571,2.3978952727983707,0.11937106918238993
0,1,0,0,0,0,0,35337.67768273717,0.2857142857142857,12.003258543501381,0.16528301886792454
0,1,0,0,0,0,0,58211.51861702128,0.2857142857142857,11.736077016252437,0.14452830188679244
0,1,0,0,0,0,0,40720.83678160919,0.5357142857142857,10.757924157061597,0.1621383647798742
0,0,0,0,1,0,0,40111.16035634744,0.5,12.283038316285214,0.189937106918239
0,0,0,0,1,0,0,35337.67768273717,0.21428571428571427,11.835016210489899,0.19471698113207547
0,1,0,0,0,0,0,39915.15632011967,0.5,12.380030154325457,0.2451572327044025
1,1,0,0,0,0,0,240401.83152173914,0.14285714285714285,10.831726617926124,0.2450314465408805
1,1,0,0,0,0,0,240401.83152173914,0.14285714285714285,10.571342565808699,0.2450314465408805
1,0,0,0,1,0,0,61495.414814814816,0.14285714285714285,11.087772822942387,0.17748427672955974
0,1,0,0,1,0,0,64086.98228346457,0.17857142857142858,12.123223503501105,0.19270440251572327
0,0,0,0,0,0,0,32155.721830985916,0.32142857142857145,11.461642696843066,0.11924528301886793
0,0,0,0,0,0,0,54687.483636363635,0.2857142857142857,11.559818592808288,0.16930817610062893
0,1,0,0,1,0,0,53503.24444444444,0.5357142857142857,12.581081982573842,0.24465408805031447
1,0,0,0,1,0,0,71080.94285714286,0.42857142857142855,12.345838935721968,0.2632704402515723
0,1,0,0,0,0,0,64086.98228346457,0.4642857142857143,12.546113507028412,0.16930817610062893
0,1,0,0,0,0,0,41345.63157894737,0.2857142857142857,11.794707667365817,0.11937106918238993
1,0,0,0,0,0,0,13461.777479892762,0.6428571428571429,11.827655909615887,0.16477987421383647
0,1,0,0,0,0,0,44356.390625,0.6785714285714286,11.213481154485768,0.1350943396226415
0,1,0,0,0,0,0,4174.666666666667,0.9642857142857143,12.460718739865236,0.24415094339622642
0,0,0,0,1,0,0,35337.67768273717,0.21428571428571427,11.418625774449598,0.189937106918239
0,1,0,0,0,0,0,54687.483636363635,0.39285714285714285,11.957617696467539,0.15069182389937108
0,0,0,0,0,0,0,29716.826431718062,0.07142857142857142,10.11188288150143,0.14452830188679244
0,0,0,0,0,0,0,50287.963292547276,0.14285714285714285,10.16068464397519,0.16125786163522013
0,1,0,0,0,0,0,69945.76666666666,0.10714285714285714,9.741027444837728,0.11924528301886793
1,1,0,0,0,0,1,40111.16035634744,0.2857142857142857,12.335608566879207,0.2449056603773585
0,1,0,0,1,0,0,48913.530303030304,0.8214285714285714,12.587931300962664,0.3052830188679245
0,0,0,0,1,0,0,67816.11888111888,0.5714285714285714,12.948012371209098,0.24465408805031447
0,0,0,0,0,0,0,20911.976608187135,0.6428571428571429,12.335076931252372,0.19471698113207547
0,1,0,0,0,0,0,46461.84897360704,0.17857142857142858,11.832593004579635,0.16968553459119498
1,1,0,0,0,0,0,201943.34523809524,0.14285714285714285,10.839600519357369,0.2450314465408805
0,1,0,0,0,0,0,50287.963292547276,0.35714285714285715,12.250204356890082,0.19471698113207547
0,0,0,0,1,0,0,40111.16035634744,0.14285714285714285,10.712103982902187,0.18226415094339624
1,0,0,0,1,0,0,71080.94285714286,0.4642857142857143,12.010671928196443,0.4963522012578616
0,0,0,0,0,0,0,29716.826431718062,0.5357142857142857,11.904974309480183,0.21987421383647798
0,1,0,0,1,0,0,60248.12605042017,0.21428571428571427,11.91170829631447,0.19471698113207547
1,1,0,0,1,0,0,277953.38679245283,0.21428571428571427,11.245320491947627,0.2451572327044025
0,1,0,0,0,0,0,67816.11888111888,0.25,11.995357787034976,0.16968553459119498
0,0,0,0,1,0,0,50287.963292547276,0.39285714285714285,12.400820837540556,0.17748427672955974
0,0,0,0,1,0,0,89826.9,0.17857142857142858,10.778977123006351,0.189937106918239
1,1,0,0,0,0,0,250725.0,0.07142857142857142,10.463131911491967,0.18213836477987422
0,1,0,0,1,0,0,41735.846461949266,0.14285714285714285,11.029423136853127,0.17748427672955974
0,0,0,1,0,0,0,29139.65458015267,0.6785714285714286,12.577004968293839,0.21962264150943397
0,1,0,1,0,0,0,46461.84897360704,0.39285714285714285,11.684396702709769,0.16528301886792454
1,1,0,0,1,0,0,393902.35555555555,0.17857142857142858,11.87688084212164,0.24465408805031447
1,1,0,0,1,0,0,106915.4512195122,0.0,9.210440366976517,0.24440251572327043
1,1,0,0,0,0,0,107927.86026200873,0.03571428571428571,0.6931471805599453,0.14452830188679244
1,1,0,0,0,0,0,117947.81643835617,0.42857142857142855,11.798111925972618,0.21962264150943397
0,0,0,0,0,0,0,43336.6640625,0.42857142857142855,11.992996992415247,0.2449056603773585
0,1,0,0,1,0,0,44097.22541966427,0.2857142857142857,12.498745990829315,0.189937106918239
0,1,0,0,0,0,0,61495.414814814816,0.14285714285714285,10.606733567773487,0.16125786163522013
0,0,0,0,0,0,0,58211.51861702128,0.10714285714285714,10.467408346336265,0.14452830188679244
0,1,0,0,1,0,0,54172.567307692305,0.35714285714285715,12.471006682225925,0.189937106918239
0,1,0,0,1,0,0,35337.67768273717,0.17857142857142858,11.58989576532275,0.19471698113207547
0,1,0,0,0,0,0,46461.84897360704,0.39285714285714285,12.201065128819632,0.14830188679245282
0,1,0,0,1,0,0,31621.287443267775,0.32142857142857145,12.51796306699418,0.2449056603773585
1,1,0,0,0,0,0,22848.828282828283,0.5714285714285714,11.898194668458823,0.19471698113207547
0,1,0,0,1,0,0,66093.22535211267,0.21428571428571427,10.545367754151743,0.19471698113207547
0,1,0,0,0,0,0,91066.28,0.6071428571428571,11.856522261533737,0.24213836477987422
1,1,0,0,0,0,0,40111.16035634744,0.03571428571428571,1.0986122886681098,0.14452830188679244
1,1,0,0,1,0,0,95431.93359375,0.03571428571428571,9.900533192709691,0.24465408805031447
0,0,0,0,1,0,0,13461.777479892762,0.5357142857142857,12.112706574720715,0.16955974842767296
0,0,0,0,0,0,0,46461.84897360704,0.39285714285714285,12.025755079404917,0.21962264150943397
0,1,0,0,1,0,0,58211.51861702128,0.2857142857142857,11.362114203075018,0.189937106918239
0,0,0,0,1,0,0,43825.05150214592,0.4642857142857143,12.269052139516223,0.17748427672955974
0,1,0,0,0,0,0,74650.71428571429,0.14285714285714285,10.579157899044741,0.14452830188679244
1,0,0,0,1,0,0,57739.69306930693,0.5357142857142857,13.003208150724314,0.24125786163522012
1,1,0,1,0,0,0,222130.8901869159,0.42857142857142855,12.464587201678082,0.21962264150943397
0,1,0,0,0,0,0,64086.98228346457,0.03571428571428571,10.229223792606835,0.19471698113207547
0,0,0,0,0,0,0,80067.44684684684,0.4642857142857143,11.442996441143666,0.24213836477987422
1,1,0,0,0,0,0,141696.79653679652,0.35714285714285715,11.112462823634855,0.5465408805031446
0,1,0,0,0,0,0,80067.44684684684,0.17857142857142858,11.277215789596893,0.15069182389937108
0,1,0,0,0,0,0,102318.2194092827,0.21428571428571427,10.77270764101727,0.11924528301886793
1,1,0,0,0,0,0,112330.44021739131,0.07142857142857142,10.12667110305036,0.3708176100628931
0,1,0,0,0,0,0,64086.98228346457,0.35714285714285715,12.025755079404917,0.19383647798742137
1,1,0,1,0,0,0,132999.93333333332,0.5714285714285714,12.669809806411457,0.7688050314465409
0,1,0,0,0,0,0,41735.846461949266,0.2857142857142857,10.668978650219241,0.10666666666666667
0,0,0,0,0,0,0,29716.826431718062,0.0,0.6931471805599453,0.14452830188679244
0,0,0,0,0,0,0,35337.67768273717,0.07142857142857142,10.54702423254274,0.14452830188679244
1,0,0,0,1,0,0,132782.32692307694,0.2857142857142857,12.264346270624157,0.37018867924528304
1,1,0,0,0,0,0,35705.666666666664,0.25,11.657034466915164,0.19723270440251572
0,0,0,0,1,0,0,44097.22541966427,0.14285714285714285,11.650319388409049,0.18238993710691823
0,1,0,0,1,0,0,29716.826431718062,0.5714285714285714,11.92504173829169,0.2339622641509434
1,1,0,0,1,0,0,157845.55474452555,0.0,1.791759469228055,0.2449056603773585
1,1,0,0,0,0,0,35434.88157894737,0.75,12.560247968016562,0.4335849056603774
0,1,0,0,0,0,0,22848.828282828283,0.14285714285714285,10.736418414365376,0.10666666666666667
0,0,0,0,0,0,0,51900.0,0.07142857142857142,10.883485209867995,0.11937106918238993
0,1,0,0,1,0,0,46461.84897360704,0.17857142857142858,11.959538914341756,0.19471698113207547
0,1,0,0,1,0,0,43825.05150214592,0.35714285714285715,11.86734286256774,0.17748427672955974
0,1,0,0,1,0,0,27364.58823529412,0.17857142857142858,11.902342488656785,0.19471698113207547
0,1,0,0,1,0,0,29716.826431718062,0.5,12.254100614540755,0.23974842767295598
0,0,0,0,1,0,0,13406.333333333334,0.7857142857142857,12.365296151078152,0.2677987421383648
1,0,0,0,0,0,0,110433.99050632911,0.32142857142857145,11.863589378812122,0.580251572327044
0,0,0,0,0,0,0,19074.73148148148,0.5714285714285714,11.360950749348124,0.16855345911949685
1,1,0,0,1,0,0,194690.04290429043,0.2857142857142857,11.767575435251748,0.17748427672955974
0,1,0,0,0,0,0,31621.287443267775,0.17857142857142858,10.714439990727769,0.11937106918238993
0,1,0,0,0,0,0,53571.983425414364,0.42857142857142855,12.345838935721968,0.19471698113207547
1,1,0,0,1,0,0,41345.63157894737,0.5714285714285714,12.206077645517674,0.2449056603773585
0,1,0,0,1,0,0,46461.84897360704,0.39285714285714285,12.54254845357358,0.20578616352201257
0,1,0,0,0,0,0,40720.83678160919,0.4642857142857143,12.100717685412471,0.1621383647798742
1,0,0,0,1,0,0,99536.9052631579,0.32142857142857145,12.095146671399466,0.24465408805031447
1,1,0,0,0,0,0,193015.73684210525,0.14285714285714285,10.730378603145668,0.370440251572327
0,1,0,0,1,0,0,64086.98228346457,0.25,11.251573687764477,0.24465408805031447
0,1,0,0,0,0,0,35337.67768273717,0.42857142857142855,12.08954444723597,0.16955974842767296
1,1,0,0,1,0,0,112330.44021739131,0.2857142857142857,10.950824090522445,0.24465408805031447
1,1,0,0,1,0,0,106915.4512195122,0.21428571428571427,11.289794413577894,0.36163522012578614
1,1,0,0,1,0,0,201943.34523809524,0.39285714285714285,12.672949516558306,0.37018867924528304
1,0,0,0,0,0,0,106915.4512195122,0.32142857142857145,11.218702044475025,0.19433962264150945
1,1,0,1,0,0,0,109371.45819014891,0.7857142857142857,12.691583538230217,0.36842767295597484
0,1,0,0,1,0,0,31121.29411764706,0.32142857142857145,12.165255859329688,0.19471698113207547
0,1,0,0,0,0,0,35337.67768273717,0.5714285714285714,11.385103457032141,0.11924528301886793
1,1,0,0,0,0,0,110433.99050632911,0.25,10.998777662206932,0.24415094339622642
1,0,0,0,1,0,0,40111.16035634744,0.14285714285714285,10.463131911491967,0.2449056603773585
0,1,0,0,0,0,0,67996.18014705883,0.4642857142857143,11.51293546492023,0.16943396226415094
0,1,0,0,0,0,0,50287.963292547276,0.5714285714285714,12.311112609816899,0.1680503144654088
0,0,0,0,0,0,0,54687.483636363635,0.2857142857142857,11.912989346011281,0.19383647798742137
0,0,0,1,0,0,0,10810.853773584906,0.5714285714285714,12.278397958261774,0.19471698113207547
0,1,0,0,1,0,0,19943.6875,0.4642857142857143,12.327108163903281,0.23974842767295598
0,0,0,0,1,0,0,41735.846461949266,0.10714285714285714,10.767642529989754,0.21371069182389937
1,1,0,0,1,0,0,143569.88888888888,0.14285714285714285,10.659092966935683,0.2451572327044025
1,1,0,0,1,0,0,139060.73333333334,0.32142857142857145,12.206077645517674,0.3080503144654088
0,1,0,0,1,0,0,67996.18014705883,0.2857142857142857,11.918397239722838,0.189937106918239
1,1,0,0,1,0,0,46461.84897360704,0.32142857142857145,12.302977008494462,0.23974842767295598
0,1,0,1,0,0,0,10778.578947368422,0.5714285714285714,12.211065162153215,0.19471698113207547
0,1,0,0,1,0,0,43336.6640625,0.42857142857142855,12.653220177882748,0.24465408805031447
0,0,0,0,0,0,0,29716.826431718062,0.5714285714285714,12.456835254920371,0.19471698113207547
1,1,0,0,0,0,0,106915.4512195122,0.35714285714285715,12.535379989788607,0.580251572327044
1,0,0,0,1,0,0,141270.41134751774,0.0,1.791759469228055,0.2389937106918239
1,0,0,0,1,0,0,110433.99050632911,0.21428571428571427,11.350418300109132,0.2632704402515723
0,1,0,0,0,0,0,44100.77391304348,0.32142857142857145,11.472113887062386,0.11924528301886793
0,0,0,0,1,0,0,13461.777479892762,0.5357142857142857,12.546113507028412,0.189937106918239
0,1,0,0,0,0,0,35337.67768273717,0.21428571428571427,10.545367754151743,0.16528301886792454
0,1,0,0,1,0,0,11391.371212121212,0.5357142857142857,12.463041612288443,0.189937106918239
1,0,0,0,0,0,0,43336.6640625,0.0,2.0794415416798357,0.16125786163522013
1,0,0,0,1,0,0,110433.99050632911,0.2857142857142857,11.744045122410057,0.2632704402515723
1,1,0,0,0,0,0,300921.69,0.17857142857142858,11.595435894542709,0.24415094339622642
0,1,0,0,1,0,0,139060.73333333334,0.0,2.9444389791664403,0.23245283018867924
0,1,0,0,0,0,0,109371.45819014891,0.8571428571428571,11.64826896473641,0.2320754716981132
1,0,0,0,0,0,1,21747.27142857143,0.10714285714285714,10.239995502805316,0.19471698113207547
0,1,0,0,0,0,0,44097.22541966427,0.4642857142857143,12.243638143416316,0.16943396226415094
1,0,0,0,0,0,1,43336.6640625,0.03571428571428571,1.791759469228055,0.1949685534591195
0,0,0,0,0,0,0,43161.88349514563,0.17857142857142858,11.026808713825016,0.11924528301886793
0,0,0,0,0,0,0,80067.44684684684,0.0,2.3978952727983707,0.180125786163522
0,1,0,0,0,0,0,64086.98228346457,0.03571428571428571,10.63902349958786,0.180125786163522
1,1,0,0,1,0,0,222130.8901869159,0.42857142857142855,12.429220196836383,0.36943396226415093
0,1,0,0,1,0,0,41345.63157894737,0.14285714285714285,12.429220196836383,0.3959748427672956
0,1,0,0,1,0,0,107927.86026200873,0.17857142857142858,12.239802349107483,0.19471698113207547
1,0,0,1,0,0,0,86000.0,0.6785714285714286,12.715900771961074,0.4987421383647799
1,0,0,0,0,0,0,112330.44021739131,0.7142857142857143,12.440516111648813,0.5469182389937107
0,1,0,1,0,0,0,35337.67768273717,0.5357142857142857,12.154784614286667,0.19471698113207547
0,0,0,0,1,0,0,35337.67768273717,0.25,11.706623727599986,0.19471698113207547
0,0,0,0,1,0,0,39915.15632011967,0.4642857142857143,12.307279044781756,0.189937106918239
1,1,0,0,0,0,0,211086.0,0.14285714285714285,10.918826922010416,0.7049056603773585
0,1,0,0,1,0,0,29716.826431718062,0.17857142857142858,11.58989576532275,0.19471698113207547
0,1,0,0,0,0,0,40720.83678160919,0.07142857142857142,9.803888187313373,0.18213836477987422
0,0,0,0,1,0,0,42652.02752293578,0.32142857142857145,12.049822262868956,0.24465408805031447
1,0,0,0,1,0,0,300921.69,0.03571428571428571,9.517898598432753,0.2389937106918239
0,1,0,0,1,0,0,7506.833333333333,0.75,12.476103599529843,0.30666666666666664
0,1,0,0,1,0,0,49741.30158730159,0.2857142857142857,11.786008995353765,0.19471698113207547
1,1,0,0,0,0,0,117947.81643835617,0.03571428571428571,9.04793908261736,0.24415094339622642
0,1,0,0,1,0,0,35337.67768273717,0.14285714285714285,11.513195428526789,0.19471698113207547
0,0,0,0,0,0,0,40111.16035634744,0.42857142857142855,11.938199736300925,0.16477987421383647
1,1,0,0,0,0,0,222130.8901869159,0.35714285714285715,12.08954444723597,0.24415094339622642
0,1,0,0,0,0,0,54687.483636363635,0.39285714285714285,11.591246691745425,0.15069182389937108
0,1,0,0,0,0,0,365666.9090909091,0.2857142857142857,10.320749470523804,0.4716981132075472
0,0,0,0,0,0,0,13713.625,0.75,12.28765724080691,0.13823899371069182
0,1,0,0,0,0,0,29752.484375,0.32142857142857145,11.23850177707664,0.14440251572327045
1,0,0,0,1,0,0,111270.84873949579,0.03571428571428571,1.791759469228055,0.36943396226415093
0,1,0,0,1,0,0,29139.65458015267,0.35714285714285715,11.817472029092508,0.23974842767295598
1,1,0,0,1,0,0,46461.84897360704,0.21428571428571427,12.128116509451258,0.23974842767295598
1,0,0,0,1,0,0,82020.27884615384,0.32142857142857145,11.798111925972618,0.24465408805031447
0,1,0,0,0,0,0,54687.483636363635,0.0,1.791759469228055,0.11924528301886793
0,1,0,0,1,0,0,41735.846461949266,0.4642857142857143,12.373889516121247,0.24465408805031447
1,0,0,0,0,0,0,20161.423076923078,0.75,11.652696102959753,0.28176100628930817
0,0,0,0,0,0,0,39915.15632011967,0.17857142857142858,10.915106645867503,0.11924528301886793
1,1,0,0,1,0,0,58211.51861702128,0.10714285714285714,12.165255859329688,0.2449056603773585
1,1,0,0,1,0,0,112330.44021739131,0.25,11.326607934898927,0.24465408805031447
0,1,0,0,0,0,0,80067.44684684684,0.03571428571428571,8.758098072309089,0.180125786163522
0,1,0,0,1,0,0,35337.67768273717,0.2857142857142857,12.055255569732177,0.19471698113207547
1,1,0,0,1,0,0,106915.4512195122,0.35714285714285715,12.206077645517674,0.21962264150943397
0,1,0,0,0,0,0,39915.15632011967,0.39285714285714285,12.040614105490253,0.11924528301886793
0,0,0,0,1,0,0,40111.16035634744,0.2857142857142857,11.827597509061064,0.189937106918239
0,1,0,0,0,0,0,46461.84897360704,0.6428571428571429,12.631343648903034,0.19471698113207547
0,0,0,0,0,0,0,32155.721830985916,0.42857142857142855,12.017783316956427,0.149937106918239
0,1,0,0,1,0,0,29716.826431718062,0.6071428571428571,12.40332796979181,0.20578616352201257
0,1,0,0,0,0,0,31621.287443267775,0.03571428571428571,2.3978952727983707,0.11924528301886793
0,1,0,0,0,0,0,44097.22541966427,0.32142857142857145,11.746977303991972,0.14452830188679244
1,1,0,0,0,0,0,602967.6710526316,0.2857142857142857,11.91170829631447,0.4337106918238994
0,1,0,0,1,0,0,38221.75,0.75,12.570719231334277,0.3077987421383648
0,1,0,0,0,0,0,61495.414814814816,0.17857142857142858,11.192499790849466,0.16125786163522013
0,1,0,0,1,0,0,130442.33684210526,0.14285714285714285,11.277215789596893,0.18226415094339624
1,1,0,0,0,0,0,76982.25757575757,0.25,11.695255355062795,0.2449056603773585
0,0,0,0,1,0,0,28539.671732522795,0.17857142857142858,11.135974924760266,0.19471698113207547
0,1,0,0,1,0,0,63141.19161676647,0.17857142857142858,11.903649116423358,0.24465408805031447
0,1,0,0,0,0,0,111853.8275862069,0.07142857142857142,10.999145481377802,0.11924528301886793
1,1,0,0,0,0,0,297980.372972973,0.10714285714285714,9.360741172643708,0.24415094339622642
